1 2 1	1095171960 2004-9-14
3144 1839 1	1171365960 2007-2-13
4625 1839 1	1171391820 2007-2-13
3287 1839 1	1171403460 2007-2-13
3922 1839 1	1171405860 2007-2-13
100 1839 1	1171415580 2007-2-14
4445 1839 1	1171439520 2007-2-14
4619 1839 1	1171445160 2007-2-14
5038 1839 1	1171446720 2007-2-14
1670 1839 1	1171500660 2007-2-15
2748 1839 1	1171511100 2007-2-15
1051 1839 1	1171539060 2007-2-15
3902 1839 1	1171543140 2007-2-15
3112 1839 1	1171602420 2007-2-16
4898 1839 1	1171603920 2007-2-16
3734 1839 1	1171645620 2007-2-16
3855 1839 1	1171748640 2007-2-17
3679 1839 1	1171762020 2007-2-18
3599 1839 1	1171762380 2007-2-18
4165 5071 1	1171216140 2007-2-11
4311 5071 1	1171216740 2007-2-11
4618 5071 1	1171217040 2007-2-11
423 5071 1	1171217340 2007-2-11
4805 5071 1	1171219380 2007-2-11
2708 5071 1	1171220040 2007-2-11
4604 5071 1	1171221000 2007-2-11
4608 5071 1	1171221720 2007-2-11
79 5071 1	1171222620 2007-2-11
4523 5071 1	1171224720 2007-2-11
3169 5071 1	1171231320 2007-2-11
3442 5071 1	1171237500 2007-2-11
2913 5071 1	1171250580 2007-2-12
3315 5071 1	1171250760 2007-2-12
4562 5071 1	1171252200 2007-2-12
3679 5071 -1	1171253880 2007-2-12
4464 5071 1	1171256340 2007-2-12
757 5071 1	1171277400 2007-2-12
698 5071 1	1171277580 2007-2-12
1257 5071 1	1171278120 2007-2-12
4431 5071 1	1171280940 2007-2-12
4864 5071 1	1171293300 2007-2-12
3141 5071 1	1171306080 2007-2-12
4254 5071 1	1171309620 2007-2-12
3148 5071 1	1171313520 2007-2-12
1531 5071 1	1171352940 2007-2-13
3650 5071 1	1171385520 2007-2-13
5072 5071 -1	1171392240 2007-2-13
3287 5071 1	1171403520 2007-2-13
4418 5071 1	1171412580 2007-2-14
3144 5071 1	1171463340 2007-2-14
3644 5071 1	1171470180 2007-2-14
3274 5071 1	1171482360 2007-2-14
1670 5071 1	1171500540 2007-2-15
3496 5071 1	1171541700 2007-2-15
5064 5071 1	1171545900 2007-2-15
3801 5071 1	1171594080 2007-2-16
3112 5071 1	1171602720 2007-2-16
3922 5071 1	1171641060 2007-2-16
3734 5071 1	1171645740 2007-2-16
3855 5071 1	1171749360 2007-2-17
3447 5071 1	1171767360 2007-2-18
2464 5071 1	1171767660 2007-2-18
217 5071 -1	1171768260 2007-2-18
4617 5071 1	1171775760 2007-2-18
2618 5071 1	1171790820 2007-2-18
2747 5071 1	1171804200 2007-2-18
4553 4678 -1	1171235700 2007-2-11
3148 4678 -1	1171239360 2007-2-12
757 4678 1	1171241100 2007-2-12
4604 4678 1	1171247940 2007-2-12
4117 4678 -1	1171247940 2007-2-12
5038 4678 1	1171249200 2007-2-12
3315 4678 -1	1171250400 2007-2-12
3679 4678 -1	1171251780 2007-2-12
2748 4678 -1	1171253040 2007-2-12
4464 4678 -1	1171256580 2007-2-12
913 4678 1	1171274520 2007-2-12
4523 4678 1	1171275300 2007-2-12
1257 4678 1	1171278000 2007-2-12
4832 4678 -1	1171280580 2007-2-12
3173 4678 1	1171284720 2007-2-12
4721 4678 -1	1171285920 2007-2-12
5073 4678 1	1171311540 2007-2-12
5074 4678 1	1171317300 2007-2-12
4608 4678 1	1171320300 2007-2-12
4611 4678 1	1171330680 2007-2-13
3740 4678 -1	1171343220 2007-2-13
5063 4678 1	1171357800 2007-2-13
2331 4678 1	1171398480 2007-2-13
4418 4678 -1	1171412640 2007-2-14
4776 4678 -1	1171471920 2007-2-14
5064 4678 1	1171541580 2007-2-15
657 4678 -1	1171571040 2007-2-15
3112 4678 -1	1171602900 2007-2-16
2464 4678 -1	1171767660 2007-2-18
217 4678 -1	1171768740 2007-2-18
4617 4678 1	1171776420 2007-2-18
2819 4678 -1	1171803660 2007-2-18
1063 4678 -1	1171830300 2007-2-18
3801 5075 -1	1171251300 2007-2-12
4480 5075 -1	1171251480 2007-2-12
757 5075 -1	1171252440 2007-2-12
4720 5076 1	1171315080 2007-2-12
4069 5076 1	1171315260 2007-2-12
4523 5076 1	1171315260 2007-2-12
3141 5076 1	1171315620 2007-2-12
3466 5076 1	1171315800 2007-2-12
4556 5076 1	1171316160 2007-2-12
4678 5076 1	1171316220 2007-2-12
3337 5076 1	1171316340 2007-2-12
4193 5076 1	1171316760 2007-2-12
757 5076 1	1171318200 2007-2-12
58 5076 1	1171318500 2007-2-12
2708 5076 1	1171318680 2007-2-12
3287 5076 1	1171319340 2007-2-12
3190 5076 1	1171319520 2007-2-12
4034 5076 1	1171319700 2007-2-12
4150 5076 1	1171319880 2007-2-12
4608 5076 1	1171320000 2007-2-12
4438 5076 1	1171320060 2007-2-12
4604 5076 1	1171320300 2007-2-12
3148 5076 1	1171322820 2007-2-12
4607 5076 1	1171324920 2007-2-13
4065 5076 1	1171325400 2007-2-13
3151 5076 1	1171326180 2007-2-13
4165 5076 1	1171326240 2007-2-13
4602 5076 1	1171326480 2007-2-13
3315 5076 1	1171326540 2007-2-13
4311 5076 1	1171328100 2007-2-13
3648 5076 1	1171328400 2007-2-13
2203 5076 1	1171329120 2007-2-13
2445 5076 1	1171330200 2007-2-13
4611 5076 1	1171330920 2007-2-13
3316 5076 1	1171346040 2007-2-13
4378 5076 1	1171348020 2007-2-13
3872 5076 1	1171352100 2007-2-13
4223 5076 1	1171353660 2007-2-13
3702 5076 1	1171355580 2007-2-13
5038 5076 1	1171359120 2007-2-13
423 5076 1	1171360080 2007-2-13
1257 5076 1	1171361820 2007-2-13
3447 5076 1	1171362900 2007-2-13
4039 5076 1	1171365840 2007-2-13
3795 5076 1	1171366080 2007-2-13
4431 5076 1	1171367100 2007-2-13
2302 5076 1	1171367160 2007-2-13
286 5076 1	1171371420 2007-2-13
3314 5076 1	1171372260 2007-2-13
3920 5076 1	1171375320 2007-2-13
1063 5076 1	1171379460 2007-2-13
4227 5076 1	1171384140 2007-2-13
2477 5076 1	1171387560 2007-2-13
955 5076 1	1171392120 2007-2-13
2173 5076 -1	1171394340 2007-2-13
3740 5076 -1	1171398300 2007-2-13
2331 5076 1	1171398720 2007-2-13
4490 5076 1	1171403040 2007-2-13
1051 5076 1	1171403880 2007-2-13
4641 5076 1	1171407420 2007-2-13
4418 5076 1	1171412460 2007-2-14
3274 5076 1	1171416960 2007-2-14
4468 5076 1	1171427280 2007-2-14
4609 5076 1	1171437360 2007-2-14
2913 5076 1	1171446120 2007-2-14
720 5076 1	1171457220 2007-2-14
3644 5076 1	1171472280 2007-2-14
3144 5076 1	1171473900 2007-2-14
3083 5076 1	1171516020 2007-2-15
5030 5076 1	1171523340 2007-2-15
1952 5076 1	1171541760 2007-2-15
698 5076 1	1171566660 2007-2-15
3169 5076 1	1171568160 2007-2-15
4583 5076 1	1171598400 2007-2-16
3112 5076 1	1171603080 2007-2-16
4083 5076 1	1171631580 2007-2-16
306 5076 1	1171645860 2007-2-16
5059 5076 1	1171761540 2007-2-18
2464 5076 1	1171766820 2007-2-18
217 5076 1	1171769280 2007-2-18
4829 5076 1	1171769520 2007-2-18
4617 5076 1	1171776600 2007-2-18
2837 5076 1	1171808580 2007-2-18
3747 5076 1	1171838100 2007-2-18
4618 5076 1	1171848600 2007-2-19
789 5076 -1	1171864080 2007-2-19
1416 5076 1	1171879620 2007-2-19
4613 5076 1	1171886580 2007-2-19
1002 5076 1	1171891980 2007-2-19
5044 5076 1	1171894260 2007-2-19
3855 5076 1	1171902300 2007-2-19
4224 5076 1	1171907640 2007-2-19
5077 5076 1	1171908120 2007-2-19
2713 5076 1	1171918620 2007-2-19
4284 5078 -1	1171327860 2007-2-13
4618 5078 -1	1171327920 2007-2-13
4963 5078 -1	1171327980 2007-2-13
3648 5078 -1	1171328100 2007-2-13
3315 5078 -1	1171328520 2007-2-13
4034 5078 -1	1171328640 2007-2-13
100 5078 -1	1171328700 2007-2-13
4311 5078 -1	1171328880 2007-2-13
5079 5078 -1	1171329120 2007-2-13
5080 5078 -1	1171329420 2007-2-13
757 5078 -1	1171330080 2007-2-13
1895 3902 1	1171409700 2007-2-13
3599 3902 1	1171412940 2007-2-14
1997 3902 1	1171414320 2007-2-14
503 3902 1	1171414500 2007-2-14
1556 3902 1	1171415520 2007-2-14
100 3902 1	1171415760 2007-2-14
5081 3902 1	1171415880 2007-2-14
4919 3902 1	1171416540 2007-2-14
547 3902 1	1171417740 2007-2-14
1238 3902 1	1171418100 2007-2-14
4604 3902 1	1171420020 2007-2-14
3315 3902 1	1171420680 2007-2-14
187 3902 1	1171422840 2007-2-14
4193 3902 1	1171422960 2007-2-14
4608 3902 1	1171424220 2007-2-14
341 3902 -1	1171426680 2007-2-14
3679 3902 1	1171428060 2007-2-14
5030 3902 1	1171428300 2007-2-14
2708 3902 1	1171430100 2007-2-14
1871 3902 1	1171431780 2007-2-14
1665 3902 1	1171432260 2007-2-14
5039 3902 1	1171434780 2007-2-14
1051 3902 1	1171437240 2007-2-14
693 3902 1	1171441200 2007-2-14
79 3902 1	1171441560 2007-2-14
2813 3902 1	1171444920 2007-2-14
4431 3902 1	1171449540 2007-2-14
720 3902 1	1171457100 2007-2-14
1352 3902 1	1171458060 2007-2-14
1257 3902 1	1171464660 2007-2-14
4523 3902 1	1171465200 2007-2-14
5082 3902 -1	1171467420 2007-2-14
3644 3902 1	1171472400 2007-2-14
4214 3902 1	1171474320 2007-2-14
5083 3902 1	1171474920 2007-2-14
3144 3902 1	1171477080 2007-2-14
873 3902 1	1171477500 2007-2-14
4311 3902 1	1171478460 2007-2-14
3157 3902 1	1171478580 2007-2-14
3151 3902 1	1171479240 2007-2-14
4150 3902 1	1171486140 2007-2-14
3971 3902 1	1171486380 2007-2-14
24 3902 1	1171488960 2007-2-14
3287 3902 1	1171492560 2007-2-14
1472 3902 1	1171495680 2007-2-14
4418 3902 1	1171498560 2007-2-15
4562 3902 1	1171500120 2007-2-15
2397 3902 1	1171550880 2007-2-15
3920 3902 1	1171552980 2007-2-15
1682 3902 1	1171562460 2007-2-15
2374 3902 1	1171565220 2007-2-15
2348 3902 1	1171565640 2007-2-15
698 3902 1	1171566660 2007-2-15
2739 3902 1	1171581420 2007-2-15
2976 3902 1	1171591500 2007-2-16
4973 3902 1	1171597980 2007-2-16
3112 3902 1	1171603200 2007-2-16
4083 3902 1	1171632060 2007-2-16
2927 3902 1	1171642860 2007-2-16
3153 3902 1	1171646220 2007-2-16
1929 3902 1	1171664400 2007-2-16
77 3902 1	1171670040 2007-2-16
4607 3902 1	1171687200 2007-2-17
4678 3902 1	1171736340 2007-2-17
5084 3902 1	1171756980 2007-2-18
2464 3902 1	1171766460 2007-2-18
2748 3902 1	1171766760 2007-2-18
4920 3902 1	1171769460 2007-2-18
217 3902 1	1171770000 2007-2-18
2324 3902 1	1171797180 2007-2-18
4069 3902 1	1171797360 2007-2-18
3356 3902 1	1171803060 2007-2-18
2747 3902 1	1171803960 2007-2-18
3855 3902 1	1171842300 2007-2-18
3450 3902 1	1171851420 2007-2-19
2271 3902 1	1171851780 2007-2-19
1421 3902 1	1171858560 2007-2-19
1416 3902 1	1171879560 2007-2-19
4617 3902 1	1171892340 2007-2-19
5044 3902 1	1171893660 2007-2-19
2100 3902 1	1171902720 2007-2-19
3148 3902 1	1171909740 2007-2-19
4618 3902 1	1171936560 2007-2-20
5085 3902 1	1171938180 2007-2-20
4620 3902 -1	1171972440 2007-2-20
2618 3902 1	1171980960 2007-2-20
3655 3902 1	1172007360 2007-2-20
3175 3902 1	1172014500 2007-2-20
720 4519 1	1171464300 2007-2-14
4079 4519 1	1171464540 2007-2-14
1257 4519 1	1171464600 2007-2-14
4431 4519 1	1171464900 2007-2-14
423 4519 1	1171466940 2007-2-14
4608 4519 1	1171468320 2007-2-14
3442 4519 1	1171475940 2007-2-14
3144 4519 1	1171477320 2007-2-14
4430 4519 1	1171478280 2007-2-14
4311 4519 1	1171478580 2007-2-14
5023 4519 1	1171483260 2007-2-14
2065 4519 1	1171486920 2007-2-14
3287 4519 1	1171492500 2007-2-14
4604 4519 1	1171497000 2007-2-14
3450 4519 1	1171498740 2007-2-15
4789 4519 1	1171502340 2007-2-15
1941 4519 1	1171503120 2007-2-15
4418 4519 1	1171503600 2007-2-15
79 4519 1	1171529760 2007-2-15
4538 4519 1	1171544160 2007-2-15
3304 4519 1	1171545660 2007-2-15
2329 4519 1	1171560540 2007-2-15
3496 4519 1	1171560780 2007-2-15
698 4519 1	1171566660 2007-2-15
2064 4519 1	1171569120 2007-2-15
3460 4519 -1	1171574400 2007-2-15
4378 4519 1	1171577340 2007-2-15
5030 4519 1	1171577760 2007-2-15
285 4519 1	1171579860 2007-2-15
2739 4519 1	1171581240 2007-2-15
3315 4519 1	1171595040 2007-2-16
3717 4519 1	1171601160 2007-2-16
3112 4519 1	1171603260 2007-2-16
4757 4519 -1	1171623240 2007-2-16
295 4519 1	1171634820 2007-2-16
1416 4519 1	1171635240 2007-2-16
5086 4519 1	1171638060 2007-2-16
693 4519 -1	1171641300 2007-2-16
2927 4519 1	1171642740 2007-2-16
2743 4519 1	1171664460 2007-2-16
2465 4519 1	1171665540 2007-2-16
4623 4519 1	1171713240 2007-2-17
4117 4519 1	1171744800 2007-2-17
3584 4519 -1	1171746660 2007-2-17
2464 4519 1	1171766400 2007-2-18
4920 4519 1	1171769220 2007-2-18
3447 4519 1	1171770420 2007-2-18
4069 4519 1	1171797600 2007-2-18
4805 4519 1	1171807320 2007-2-18
4607 4519 1	1171817040 2007-2-18
3190 4519 1	1171818600 2007-2-18
5044 4519 1	1171818780 2007-2-18
2707 4519 1	1171873380 2007-2-19
5087 4519 1	1171873740 2007-2-19
4617 4519 1	1171893060 2007-2-19
4083 4519 1	1171905420 2007-2-19
4982 4519 1	1171906740 2007-2-19
3855 4519 1	1171908420 2007-2-19
1503 4519 1	1171925100 2007-2-19
3644 4519 1	1171932540 2007-2-20
113 4519 1	1171965480 2007-2-20
3148 4519 1	1171994460 2007-2-20
5088 4519 1	1171998060 2007-2-20
5059 4519 1	1171999800 2007-2-20
3655 4519 1	1172007360 2007-2-20
4963 4519 1	1172045520 2007-2-21
2383 5058 -1	1171485120 2007-2-14
4980 5058 -1	1171485360 2007-2-14
4677 5058 -1	1171486440 2007-2-14
2358 5058 -1	1171486620 2007-2-14
4375 5058 -1	1171486800 2007-2-14
3922 5058 -1	1171486920 2007-2-14
3315 5058 -1	1171487820 2007-2-14
3920 5058 -1	1171487940 2007-2-14
4677 5089 -1	1171555500 2007-2-15
4618 5089 -1	1171555560 2007-2-15
4523 5090 -1	1171833120 2007-2-18
4677 5090 -1	1171833420 2007-2-18
4117 5090 -1	1171833480 2007-2-18
3112 5090 -1	1171833720 2007-2-18
2708 5090 -1	1171837620 2007-2-18
5091 5090 1	1171843020 2007-2-18
3679 5090 -1	1171844280 2007-2-19
2748 5090 -1	1171846620 2007-2-19
4678 5090 1	1171847220 2007-2-19
4618 5090 -1	1171848720 2007-2-19
2927 5090 -1	1171850040 2007-2-19
3315 5090 -1	1171850100 2007-2-19
4604 5090 1	1171851660 2007-2-19
4608 5090 -1	1171852620 2007-2-19
2739 5090 -1	1171852980 2007-2-19
4284 5090 -1	1171853640 2007-2-19
2464 5090 -1	1171854240 2007-2-19
4665 5090 -1	1171854420 2007-2-19
2470 5092 -1	1171635420 2007-2-16
867 5092 -1	1171635660 2007-2-16
3249 5092 -1	1171636440 2007-2-16
3648 5092 -1	1171636980 2007-2-16
3795 5092 -1	1171637400 2007-2-16
423 5092 -1	1171637460 2007-2-16
4553 5092 -1	1171638660 2007-2-16
2927 5092 -1	1171642560 2007-2-16
4832 5092 -1	1171642860 2007-2-16
2708 5092 -1	1171646400 2007-2-16
1173 5092 -1	1171649580 2007-2-16
4966 5092 1	1171651980 2007-2-16
4604 5092 -1	1171656120 2007-2-16
4789 5092 -1	1171657080 2007-2-16
4607 5093 -1	1171682820 2007-2-17
3141 5093 -1	1171683120 2007-2-17
4509 5093 -1	1171686240 2007-2-17
4604 5093 -1	1171690140 2007-2-17
2065 1594 1	1171848000 2007-2-19
3922 1594 1	1171848180 2007-2-19
4069 1594 1	1171848360 2007-2-19
3315 1594 1	1171849860 2007-2-19
4604 1594 1	1171851480 2007-2-19
4608 1594 1	1171852380 2007-2-19
2464 1594 1	1171854120 2007-2-19
5023 1594 1	1171857360 2007-2-19
4079 1594 1	1171857480 2007-2-19
2708 1594 1	1171861080 2007-2-19
423 1594 1	1171873080 2007-2-19
4378 1594 1	1171874520 2007-2-19
3447 1594 1	1171876320 2007-2-19
4431 1594 1	1171885440 2007-2-19
1257 1594 1	1171886100 2007-2-19
4613 1594 1	1171886460 2007-2-19
3144 1594 1	1171891560 2007-2-19
2747 1594 1	1171891620 2007-2-19
526 1594 1	1171902180 2007-2-19
698 1594 1	1171903980 2007-2-19
657 1594 1	1171913160 2007-2-19
3287 1594 1	1171918320 2007-2-19
4311 1594 1	1171923300 2007-2-19
4609 1594 1	1171926960 2007-2-19
4866 1594 1	1171935720 2007-2-20
2739 1594 1	1171977120 2007-2-20
3148 1594 1	1171994880 2007-2-20
2748 1594 1	1172007060 2007-2-20
3655 1594 1	1172007480 2007-2-20
1033 1594 1	1172013600 2007-2-20
4617 1594 1	1172034480 2007-2-21
164 1594 1	1172061960 2007-2-21
3855 1594 1	1172115000 2007-2-22
1051 1594 1	1172142840 2007-2-22
1421 1594 1	1172415240 2007-2-25
5094 1594 1	1172419020 2007-2-25
3679 1594 1	1172438280 2007-2-25
3297 1594 1	1172445420 2007-2-25
5038 1594 1	1172445660 2007-2-25
4957 1352 1	1171712760 2007-2-17
3315 1352 1	1171714320 2007-2-17
3361 1352 1	1171714740 2007-2-17
5095 1352 1	1171719000 2007-2-17
2747 1352 1	1171719420 2007-2-17
4860 1352 1	1171720260 2007-2-17
1952 1352 1	1171721280 2007-2-17
3190 1352 1	1171721400 2007-2-17
1063 1352 1	1171725120 2007-2-17
2872 1352 1	1171726260 2007-2-17
3496 1352 1	1171726920 2007-2-17
913 1352 1	1171729560 2007-2-17
547 1352 1	1171730220 2007-2-17
3395 1352 1	1171731060 2007-2-17
4431 1352 1	1171731600 2007-2-17
5096 1352 1	1171734240 2007-2-17
4150 1352 1	1171735620 2007-2-17
1925 1352 1	1171736580 2007-2-17
280 1352 1	1171737480 2007-2-17
4604 1352 1	1171738260 2007-2-17
4677 1352 1	1171743660 2007-2-17
3144 1352 1	1171744920 2007-2-17
3584 1352 -1	1171746420 2007-2-17
3902 1352 1	1171748160 2007-2-17
3287 1352 1	1171757040 2007-2-18
2787 1352 1	1171758360 2007-2-18
4214 1352 1	1171759080 2007-2-18
238 1352 1	1171759560 2007-2-18
5059 1352 1	1171760460 2007-2-18
1871 1352 1	1171762260 2007-2-18
1421 1352 1	1171762380 2007-2-18
984 1352 1	1171764300 2007-2-18
3297 1352 1	1171765980 2007-2-18
2464 1352 1	1171766160 2007-2-18
1775 1352 1	1171767000 2007-2-18
217 1352 1	1171767480 2007-2-18
698 1352 1	1171769880 2007-2-18
1238 1352 1	1171769940 2007-2-18
503 1352 1	1171770960 2007-2-18
4418 1352 1	1171772400 2007-2-18
4843 1352 1	1171774080 2007-2-18
4001 1352 1	1171786080 2007-2-18
3460 1352 -1	1171792980 2007-2-18
4620 1352 -1	1171802400 2007-2-18
3356 1352 1	1171803120 2007-2-18
4856 1352 1	1171804380 2007-2-18
4240 1352 1	1171807800 2007-2-18
4331 1352 1	1171823460 2007-2-18
4608 1352 1	1171827480 2007-2-18
3112 1352 1	1171833000 2007-2-18
2271 1352 1	1171837320 2007-2-18
4607 1352 1	1171845000 2007-2-19
2748 1352 1	1171847280 2007-2-19
4678 1352 1	1171847520 2007-2-19
702 1352 1	1171850340 2007-2-19
3680 1352 1	1171852620 2007-2-19
3175 1352 1	1171854960 2007-2-19
4609 1352 1	1171855080 2007-2-19
789 1352 -1	1171863780 2007-2-19
1257 1352 1	1171873440 2007-2-19
720 1352 1	1171877160 2007-2-19
1416 1352 1	1171879500 2007-2-19
3855 1352 1	1171909860 2007-2-19
3850 1352 1	1171910820 2007-2-19
4311 1352 1	1171923840 2007-2-19
1503 1352 1	1171924680 2007-2-19
3147 1352 -1	1171931340 2007-2-20
3179 1352 1	1171934340 2007-2-20
4898 1352 1	1171935540 2007-2-20
3157 1352 1	1171956060 2007-2-20
681 1352 1	1171967460 2007-2-20
24 1352 1	1171980900 2007-2-20
1556 1352 1	1171991340 2007-2-20
3148 1352 1	1171994640 2007-2-20
2348 1352 1	1172004660 2007-2-20
3655 1352 1	1172007420 2007-2-20
2754 1352 1	1172022180 2007-2-21
3153 1352 1	1172024280 2007-2-21
4617 1352 1	1172027580 2007-2-21
1626 1352 1	1172029440 2007-2-21
4963 1352 1	1172045640 2007-2-21
168 1352 1	1172066160 2007-2-21
657 1352 1	1172074260 2007-2-21
4919 1352 1	1172091000 2007-2-21
4715 1352 1	1172119620 2007-2-22
1051 1352 1	1172142360 2007-2-22
2072 1352 1	1172152320 2007-2-22
4545 1352 1	1172218860 2007-2-23
4973 1352 1	1172246400 2007-2-23
1659 1352 1	1172257500 2007-2-23
5097 1352 1	1172279820 2007-2-24
2722 1352 1	1172292600 2007-2-24
3316 1352 1	1172306760 2007-2-24
4523 1352 1	1172313900 2007-2-24
4616 1352 1	1172322180 2007-2-24
5098 5099 1	1171827000 2007-2-18
4193 4067 1	1171872420 2007-2-19
2658 4067 1	1171872540 2007-2-19
1952 4067 1	1171873140 2007-2-19
423 4067 1	1171873260 2007-2-19
1257 4067 1	1171873500 2007-2-19
4276 4067 1	1171874340 2007-2-19
576 4067 1	1171875840 2007-2-19
5100 4067 1	1171876080 2007-2-19
3466 4067 1	1171877040 2007-2-19
2618 4067 1	1171881840 2007-2-19
3608 4067 1	1171883100 2007-2-19
3287 4067 1	1171884960 2007-2-19
4431 4067 1	1171885200 2007-2-19
4523 4067 1	1171885800 2007-2-19
3190 4067 1	1171885980 2007-2-19
2747 4067 1	1171891680 2007-2-19
3144 4067 1	1171892580 2007-2-19
1142 4067 1	1171893060 2007-2-19
2708 4067 1	1171899180 2007-2-19
4311 4067 1	1171903560 2007-2-19
698 4067 1	1171903980 2007-2-19
2819 4067 1	1171904280 2007-2-19
3337 4067 1	1171904460 2007-2-19
4608 4067 1	1171905420 2007-2-19
4567 4067 1	1171907640 2007-2-19
3166 4067 1	1171909560 2007-2-19
4604 4067 1	1171909680 2007-2-19
4602 4067 1	1171911780 2007-2-19
4805 4067 1	1171913160 2007-2-19
4611 4067 1	1171918320 2007-2-19
4562 4067 1	1171919880 2007-2-19
2748 4067 1	1171923780 2007-2-19
4609 4067 1	1171927440 2007-2-19
3447 4067 1	1171930740 2007-2-20
4898 4067 1	1171935720 2007-2-20
3315 4067 1	1171935960 2007-2-20
1033 4067 1	1171941300 2007-2-20
3082 4067 1	1171941360 2007-2-20
4963 4067 1	1171963200 2007-2-20
4378 4067 1	1171974780 2007-2-20
5038 4067 1	1171975440 2007-2-20
2464 4067 1	1171978440 2007-2-20
3147 4067 1	1171995180 2007-2-20
3655 4067 1	1172007480 2007-2-20
4617 4067 1	1172035020 2007-2-21
4150 4067 1	1172098740 2007-2-21
1051 4067 1	1172142960 2007-2-22
286 4067 1	1172143920 2007-2-22
1416 4067 1	1172233920 2007-2-23
4227 4067 1	1172238300 2007-2-23
4607 4067 1	1172295960 2007-2-24
3679 4067 1	1172438340 2007-2-25
4618 4067 1	1172458620 2007-2-26
1096 4067 1	1172488800 2007-2-26
4523 4649 1	1171749360 2007-2-17
1962 4649 1	1171753680 2007-2-17
3148 4649 1	1171754220 2007-2-17
4165 4649 1	1171754940 2007-2-17
2383 4649 1	1171755000 2007-2-17
1536 4649 1	1171755600 2007-2-17
2708 4649 1	1171757760 2007-2-18
2629 4649 1	1171758180 2007-2-18
4069 4649 1	1171758360 2007-2-18
5094 4649 1	1171760700 2007-2-18
2464 4649 1	1171766040 2007-2-18
3315 4649 1	1171766100 2007-2-18
4604 4649 1	1171767420 2007-2-18
3682 4649 1	1171768380 2007-2-18
698 4649 1	1171769880 2007-2-18
3447 4649 1	1171770000 2007-2-18
5044 4649 1	1171771140 2007-2-18
4418 4649 1	1171772460 2007-2-18
4966 4649 1	1171780440 2007-2-18
2819 4649 1	1171780740 2007-2-18
2913 4649 1	1171784760 2007-2-18
423 4649 1	1171792800 2007-2-18
3702 4649 1	1171793220 2007-2-18
1483 4649 1	1171796220 2007-2-18
4431 4649 1	1171798320 2007-2-18
2747 4649 1	1171803780 2007-2-18
3920 4649 1	1171810800 2007-2-18
3144 4649 1	1171820220 2007-2-18
3151 4649 1	1171825920 2007-2-18
4608 4649 1	1171826940 2007-2-18
2065 4649 1	1171827360 2007-2-18
2180 4649 1	1171830720 2007-2-18
3112 4649 1	1171833420 2007-2-18
4607 4649 1	1171845780 2007-2-19
4678 4649 1	1171846860 2007-2-19
3175 4649 1	1171855020 2007-2-19
4609 4649 1	1171855260 2007-2-19
217 4649 1	1171866600 2007-2-19
3287 4649 1	1171871160 2007-2-19
1416 4649 1	1171883280 2007-2-19
4083 4649 1	1171905900 2007-2-19
5101 4649 1	1171915680 2007-2-19
4562 4649 1	1171920180 2007-2-19
4311 4649 1	1171923600 2007-2-19
4276 4649 1	1171924140 2007-2-19
4898 4649 1	1171935600 2007-2-20
3855 4649 1	1171938000 2007-2-20
547 4649 1	1171957680 2007-2-20
1556 4649 1	1171991460 2007-2-20
5059 4649 1	1172000220 2007-2-20
3655 4649 1	1172007420 2007-2-20
3813 4649 1	1172015700 2007-2-20
3645 4649 1	1172019480 2007-2-21
4300 4649 1	1172027880 2007-2-21
4617 4649 1	1172033880 2007-2-21
4828 4649 1	1172061180 2007-2-21
2362 4649 1	1172075160 2007-2-21
2748 4649 1	1172092680 2007-2-21
2178 4649 1	1172099460 2007-2-21
3045 4649 1	1172105520 2007-2-22
1051 4649 1	1172142480 2007-2-22
2165 4649 1	1172163120 2007-2-22
3141 4649 1	1172178540 2007-2-22
3679 4649 1	1172194920 2007-2-23
100 4649 1	1172202180 2007-2-23
295 4649 1	1172238480 2007-2-23
2102 4649 1	1172274840 2007-2-23
1409 4649 1	1172278560 2007-2-24
2996 4649 1	1172279100 2007-2-24
2722 4649 1	1172292480 2007-2-24
3316 4649 1	1172307180 2007-2-24
5102 4649 1	1172331600 2007-2-24
4618 4649 1	1172333280 2007-2-24
3154 4649 1	1172347500 2007-2-24
4961 4649 1	1172354520 2007-2-24
3395 5103 1	1171775160 2007-2-18
4604 5103 1	1171779600 2007-2-18
2819 5103 1	1171780980 2007-2-18
341 5103 1	1171782840 2007-2-18
2787 5103 1	1171783620 2007-2-18
2913 5103 1	1171784580 2007-2-18
